IDMachines,PeopleAtwork,StreetLights,Accidents,DamagedMovers,StRoadLength,RoadCurvature,HPBends,RoadType,RoadWidth,AvgSpeed,AgeOfRoad,RoadSurface
7,18,874,6,10,6528,30.26,4,0,93,0.46,4,Good
10,19,932,18,7,8482,51.97,7,0,93,0.13,2,Good
6,13,640,30,5,2452,100.97,24,1,41,1.32,11,Avg
3,10,561,41,1,1031,235.45,46,2,34,2.66,14,Poor
4,13,694,37,5,3385,76.33,25,1,58,0.74,10,Avg
9,20,930,13,8,5014,56.51,12,0,82,0.12,1,Good
5,14,724,35,4,2485,79.96,17,1,53,0.92,10,Avg
3,8,492,47,3,1854,171.35,36,2,33,3.41,15,Poor
10,16,846,1,8,7536,50.8,13,0,78,0.3,1,Good
6,12,786,28,4,2148,139.05,25,1,55,0.98,9,Avg
1,10,518,42,3,1465,178.48,31,2,33,3.71,12,Poor
4,11,707,20,4,3733,77.17,27,1,60,1.48,10,Avg
2,7,522,47,2,1826,160.06,45,2,33,3.73,15,Poor
9,20,835,5,9,6759,32.21,5,0,87,0.26,0,Good
8,16,875,5,8,5221,11.08,2,0,72,0.18,0,Good
2,7,536,45,3,1645,219.33,35,2,39,2.68,11,Poor
10,19,942,2,8,6554,70.64,1,0,76,0.11,3,Good
10,17,898,4,8,5471,17.54,7,0,94,0.48,6,Good
4,13,791,34,5,3480,109.05,25,1,56,0.53,6,Avg
2,7,517,47,3,1915,180.47,45,2,37,3.5,14,Poor
2,8,473,47,3,1520,228.19,40,2,30,3.25,14,Poor
4,15,669,21,5,4539,93.85,16,1,45,1.19,9,Avg
8,17,925,3,7,6737,49.79,7,0,67,0.38,0,Good
5,12,723,22,5,4063,76.71,24,1,46,0.82,7,Avg
4,15,736,25,4,2413,79.3,21,1,54,1.27,8,Avg
9,20,821,0,7,7080,32.89,8,0,100,0.34,1,Good
7,16,1004,7,7,8987,24.77,4,0,61,0.13,3,Good
9,16,811,5,9,8855,92.79,12,0,71,0.12,0,Good
5,13,689,35,4,3004,103.69,15,1,41,1.01,11,Avg
6,12,767,22,4,2368,98.97,19,1,59,0.93,10,Avg
5,15,785,22,4,4843,117.45,22,1,54,0.75,6,Avg
6,15,644,37,6,4661,138.22,29,1,46,0.7,9,Avg
6,14,727,36,4,3143,89.95,15,1,48,0.7,7,Avg
10,20,838,14,7,5161,23.7,11,0,95,0.31,2,Good
1,9,462,40,2,1351,244.22,48,2,28,2.66,14,Poor
6,11,711,22,5,4193,112.98,19,1,41,1.04,6,Avg
4,12,657,37,4,2062,147.53,25,1,52,1.39,9,Avg
2,7,470,50,1,1056,234.63,38,2,34,2.91,10,Poor
3,8,540,40,3,1054,223.09,34,2,28,2.62,13,Poor
1,10,436,48,3,1109,155.72,40,2,35,2.53,14,Poor
2,9,444,41,1,1366,178.37,38,2,23,3.56,13,Poor
5,15,633,26,6,3307,133.89,23,1,47,0.51,6,Avg
4,11,630,39,6,2817,96.87,20,1,52,0.6,8,Avg
1,9,464,41,2,1969,184.06,36,2,33,2.68,10,Poor
6,12,710,30,4,3215,122.93,20,1,41,1.37,8,Avg
7,17,1050,4,7,7848,9.8,1,0,96,0.11,7,Good
5,11,732,27,4,2731,127.01,17,1,47,1.34,8,Avg
3,8,515,45,1,1694,236.26,35,2,37,3.7,15,Poor
10,19,964,15,10,6085,47.4,6,0,75,0.16,1,Good
5,13,660,24,6,3201,89.62,25,1,59,0.81,8,Avg
8,20,1092,3,8,7298,53.51,11,0,96,0.17,2,Good
4,13,742,30,5,2381,134.71,28,1,46,0.95,8,Avg
6,11,737,39,5,4815,137.14,25,1,48,1.01,8,Avg
2,10,590,42,3,1998,228.56,41,2,27,3.02,15,Poor
7,16,973,15,10,8814,8.22,8,0,79,0.11,6,Good
2,8,542,41,1,1840,223.47,41,2,40,2.71,15,Poor
2,8,584,47,2,1939,167.1,31,2,29,3.68,12,Poor
5,12,608,25,4,3212,82.08,24,1,50,1.41,9,Avg
2,8,484,50,1,1933,242.86,36,2,22,2.8,14,Poor
7,16,988,7,9,7124,15.56,9,0,92,0.11,5,Good
9,18,987,14,10,7339,49.3,11,0,79,0.16,7,Good
2,8,499,45,2,1488,182.38,47,2,26,2.56,15,Poor
2,8,592,48,3,1014,227.99,32,2,38,3.19,14,Poor
7,16,1097,6,8,5147,37.59,11,0,97,0.23,5,Good
4,15,748,30,4,3832,142.44,25,1,53,0.96,9,Avg
10,19,817,8,9,5541,34.67,14,0,72,0.16,0,Good
8,17,1097,9,10,5081,31.93,4,0,92,0.3,1,Good
4,14,626,22,6,4169,105.81,28,1,43,1.2,9,Avg
5,13,606,39,4,3425,132.05,20,1,49,1.03,10,Avg
2,7,500,42,1,1761,198.54,44,2,21,2.96,11,Poor
5,15,718,36,6,2463,113.87,21,1,58,1.07,10,Avg
6,11,662,31,6,3980,140.79,17,1,45,1.29,9,Avg
10,20,892,13,10,7630,72.48,10,0,68,0.33,0,Good
5,11,650,28,4,2348,115.24,27,1,52,0.86,6,Avg
4,13,673,24,4,2763,124.83,28,1,50,0.7,8,Avg
2,8,531,50,3,1327,218.7,39,2,29,2.53,14,Poor
2,10,414,48,1,1767,164.65,48,2,33,3.51,15,Poor
4,12,693,23,5,4289,122.71,26,1,55,1.36,8,Avg
3,10,449,50,2,1164,153.33,39,2,35,3.51,15,Poor
7,16,986,16,7,5745,32.65,7,0,79,0.29,3,Good
5,11,680,26,4,4440,95.25,26,1,54,1.1,8,Avg
4,12,708,29,5,4248,133.01,20,1,53,0.73,11,Avg
7,19,1029,4,10,6628,24.65,8,0,83,0.29,2,Good
5,14,742,34,5,4554,140.73,17,1,49,1.25,9,Avg
4,15,783,30,5,4753,94.45,22,1,58,0.92,10,Avg
7,18,938,5,10,6662,19.86,5,0,80,0.43,1,Good
5,15,691,22,6,4203,123.34,26,1,41,0.97,11,Avg
7,17,939,9,7,5615,77.47,9,0,86,0.13,2,Good
7,18,879,5,8,5050,62.78,3,0,80,0.4,6,Good
5,15,641,36,5,4225,141.1,17,1,41,0.64,11,Avg
9,17,1014,5,8,6148,55.41,11,0,81,0.1,3,Good
9,17,975,5,10,6987,74.05,0,0,94,0.19,2,Good
7,19,1059,11,8,6637,66.94,5,0,77,0.37,5,Good
7,20,940,1,7,6117,2.03,7,0,75,0.15,2,Good
10,18,983,18,10,5279,0.75,6,0,79,0.0,7,Good
7,19,960,7,9,7035,48.05,5,0,67,0.18,3,Good
8,19,1013,5,8,5628,85.47,11,0,80,0.18,3,Good
10,20,858,2,8,7669,29.45,14,0,93,0.48,5,Good
6,15,687,26,4,2433,93.83,17,1,45,0.95,9,Avg
1,10,500,49,1,1837,181.37,45,2,33,2.63,13,Poor
5,15,782,20,5,4522,79.61,20,1,46,1.22,6,Avg
10,19,807,11,8,6609,62.06,14,0,79,0.16,3,Good
1,10,522,48,2,1245,246.52,37,2,35,3.5,12,Poor
1,9,440,41,3,1522,159.18,32,2,32,3.58,13,Poor
4,14,693,21,5,4071,132.05,18,1,59,0.79,9,Avg
1,9,405,41,1,1647,212.01,39,2,35,2.6,14,Poor
1,10,470,43,3,1547,201.82,38,2,26,3.4,14,Poor
5,13,711,39,4,3442,138.91,22,1,54,0.97,7,Avg
4,14,641,36,5,2898,77.24,21,1,47,1.22,7,Avg
4,14,634,37,4,4559,99.99,24,1,45,1.03,8,Avg
2,7,540,49,2,1731,159.66,45,2,21,3.09,10,Poor
7,18,887,11,8,6259,39.83,14,0,72,0.31,0,Good
6,14,708,33,5,3770,117.61,18,1,57,1.38,11,Avg
9,16,879,11,9,8950,64.92,14,0,68,0.11,4,Good
6,12,719,21,6,4517,99.89,22,1,41,0.96,6,Avg
8,16,995,8,7,5116,55.47,0,0,100,0.13,0,Good
3,9,481,41,3,1653,160.41,38,2,35,3.58,11,Poor
4,13,791,26,5,4801,120.24,18,1,54,1.43,7,Avg
8,18,905,2,9,5392,51.15,9,0,95,0.47,1,Good
5,15,637,25,4,2319,136.43,19,1,43,1.08,10,Avg
2,7,476,45,3,1943,190.35,35,2,31,3.12,10,Poor
2,9,499,45,2,1049,176.9,30,2,37,3.98,15,Poor
4,11,668,31,5,2076,84.11,23,1,47,1.21,10,Avg
3,10,405,43,2,1487,226.69,34,2,33,2.58,10,Poor
5,14,692,32,4,2634,75.46,20,1,54,1.22,8,Avg
9,20,951,1,10,5371,38.41,2,0,74,0.23,2,Good
1,7,468,48,1,1912,247.56,31,2,25,3.38,14,Poor
8,16,1013,18,10,6753,90.38,4,0,89,0.4,0,Good
1,10,576,48,3,1939,218.73,33,2,24,3.04,15,Poor
4,12,762,36,4,4026,122.14,17,1,45,1.46,8,Avg
3,9,551,41,1,1328,241.89,38,2,31,3.56,12,Poor
3,8,419,49,2,1587,234.96,32,2,38,2.8,15,Poor
2,9,435,40,3,1556,197.33,50,2,34,3.16,15,Poor
10,16,999,10,8,8934,46.34,1,0,90,0.42,0,Good
8,16,961,7,7,5563,44.8,4,0,79,0.18,1,Good
2,8,445,43,1,1060,187.92,38,2,38,3.25,11,Poor
1,8,564,46,1,1924,225.24,32,2,23,3.45,14,Poor
5,14,729,28,6,2835,143.48,26,1,42,0.79,9,Avg
1,9,565,46,3,1659,206.19,49,2,24,2.71,11,Poor
10,19,1080,9,9,6180,30.6,7,0,66,0.13,7,Good
6,13,707,32,4,4115,75.47,16,1,58,1.29,6,Avg
10,19,1074,18,8,6143,5.26,6,0,98,0.25,2,Good
7,18,1058,14,7,6788,87.32,9,0,62,0.17,3,Good
5,14,623,26,5,4813,135.3,17,1,54,0.73,8,Avg
4,13,741,22,6,3772,114.02,25,1,55,0.6,6,Avg
9,20,805,5,10,6139,34.69,11,0,82,0.39,7,Good
4,15,740,23,6,2359,83.2,23,1,42,0.81,10,Avg
6,14,708,21,4,4525,97.4,22,1,59,0.9,9,Avg
5,12,613,34,5,2139,78.09,24,1,49,0.9,9,Avg
3,10,446,42,3,1829,241.5,49,2,25,3.37,15,Poor
7,19,1027,3,10,5995,31.25,7,0,81,0.2,4,Good
2,10,408,49,1,1731,216.1,50,2,38,2.64,10,Poor
9,20,1031,8,7,5928,1.28,10,0,77,0.43,3,Good
3,9,423,40,2,1645,152.29,30,2,23,2.99,14,Poor
9,16,1059,8,9,5268,25.08,7,0,83,0.48,3,Good
6,11,630,27,5,4141,97.65,18,1,55,0.97,7,Avg
6,12,747,33,5,2454,105.13,22,1,49,0.71,8,Avg
3,10,454,49,2,1373,190.51,33,2,32,3.57,11,Poor
5,13,727,37,5,3366,131.95,27,1,57,0.86,8,Avg
3,8,598,43,2,1416,236.19,35,2,21,3.25,11,Poor
8,19,931,13,10,8963,77.56,8,0,75,0.4,0,Good
5,13,746,35,6,2279,111.36,28,1,41,1.19,8,Avg
6,12,630,36,4,4328,133.88,16,1,45,0.85,9,Avg
1,7,488,40,1,1345,238.96,31,2,30,3.55,14,Poor
6,11,620,28,5,3227,133.79,15,1,52,0.79,10,Avg
2,8,453,40,2,1406,185.76,48,2,40,2.94,12,Poor
10,19,837,8,9,8357,87.26,9,0,77,0.46,7,Good
6,13,632,30,4,3862,116.6,26,1,42,1.28,8,Avg
3,8,570,41,1,1396,231.04,39,2,38,3.47,14,Poor
4,12,688,32,5,2732,119.04,25,1,51,1.26,9,Avg
1,10,526,49,1,1270,168.37,43,2,36,3.1,14,Poor
1,7,586,43,3,1434,174.38,44,2,24,3.51,12,Poor
5,14,799,35,5,4819,76.45,22,1,43,1.44,8,Avg
1,9,410,44,1,1951,245.12,35,2,38,3.56,15,Poor
5,15,661,38,5,4181,98.12,20,1,60,0.93,6,Avg
5,15,778,28,4,4878,145.76,25,1,56,1.12,11,Avg
9,19,805,16,9,5481,53.88,7,0,72,0.1,0,Good
2,8,410,47,2,1623,244.84,35,2,25,3.63,11,Poor
10,16,867,15,8,5298,47.92,4,0,99,0.31,5,Good
5,11,670,38,6,2098,87.58,16,1,51,1.41,8,Avg
10,19,1053,3,7,7454,55.63,9,0,79,0.42,1,Good
2,10,433,47,2,1890,159.66,39,2,35,2.84,15,Poor
2,10,460,48,3,1647,243.57,30,2,30,2.79,11,Poor
4,14,652,29,4,4016,110.07,22,1,47,0.85,11,Avg
4,11,641,24,6,2253,91.87,17,1,47,1.23,9,Avg
4,12,719,30,6,2164,103.64,16,1,58,1.1,6,Avg
7,19,1076,7,10,8028,7.2,11,0,76,0.13,7,Good
5,12,725,23,5,4548,91.49,29,1,45,1.22,10,Avg
7,16,850,15,8,5621,24.6,13,0,81,0.4,4,Good
6,15,644,37,6,4123,94.88,19,1,54,0.86,8,Avg
3,10,426,42,2,1245,247.42,34,2,21,3.53,13,Poor
5,11,792,24,6,2675,130.36,29,1,60,1.35,11,Avg
5,13,693,22,6,3913,100.11,26,1,41,0.55,10,Avg
9,19,1043,3,9,6051,0.8,2,0,86,0.3,6,Good
4,13,673,33,5,2386,117.13,22,1,42,1.37,10,Avg
6,11,628,26,5,2840,108.43,18,1,44,1.49,7,Avg
3,7,444,44,3,1347,212.86,39,2,38,2.67,13,Poor
7,18,1003,4,7,8302,46.66,14,0,70,0.41,3,Good
9,20,965,0,8,5677,81.13,2,0,65,0.28,0,Good
10,18,890,17,10,7864,57.36,10,0,66,0.18,2,Good
8,20,893,16,10,6283,58.07,0,0,65,0.33,1,Good
10,18,987,6,10,5620,10.63,5,0,97,0.12,3,Good
3,8,520,42,3,1651,164.96,35,2,32,2.97,14,Poor
10,17,886,8,8,6890,93.58,10,0,89,0.29,0,Good
3,7,567,46,2,1055,162.58,39,2,40,3.8,13,Poor
5,15,604,36,6,3488,100.15,18,1,60,0.74,10,Avg
2,9,460,40,2,1274,208.69,50,2,34,3.83,15,Poor
5,15,626,37,5,2776,134.65,28,1,46,0.95,6,Avg
10,19,831,10,9,7943,22.06,5,0,73,0.14,0,Good
1,9,583,44,3,1155,237.22,30,2,39,2.8,13,Poor
1,10,515,47,2,1009,239.52,49,2,37,3.33,14,Poor
8,19,1085,15,9,8926,15.83,8,0,78,0.18,0,Good
10,16,999,12,7,7980,14.33,5,0,87,0.46,7,Good
4,15,646,23,5,3731,136.02,24,1,59,1.16,6,Avg
5,15,620,29,6,3939,78.64,22,1,54,0.88,7,Avg
9,20,1093,4,10,5105,86.77,1,0,69,0.15,0,Good
7,19,901,10,10,7652,21.84,6,0,79,0.24,6,Good
6,12,679,31,4,4257,94.47,29,1,51,1.03,9,Avg
7,16,940,15,10,5777,14.01,3,0,64,0.48,5,Good
1,7,434,43,2,1333,196.53,41,2,27,3.25,14,Poor
3,9,452,47,2,1197,236.7,33,2,38,2.56,15,Poor
10,16,864,12,9,7910,7.29,2,0,73,0.15,0,Good
1,8,447,48,1,1785,229.99,32,2,30,3.1,12,Poor
2,10,454,40,2,1199,231.48,33,2,34,3.54,15,Poor
4,11,773,36,6,2040,86.98,28,1,48,1.48,7,Avg
6,13,740,35,6,3933,134.13,26,1,48,0.8,10,Avg
5,11,765,33,6,2071,120.65,28,1,49,0.56,9,Avg
10,19,860,2,8,5160,24.61,2,0,68,0.26,0,Good
6,11,648,20,5,2405,84.35,29,1,42,1.29,7,Avg
1,8,561,42,2,1102,223.66,34,2,31,3.78,15,Poor
10,19,864,14,7,6984,37.33,6,0,63,0.41,1,Good
2,8,494,49,2,1683,238.38,39,2,24,3.27,13,Poor
6,12,689,39,6,4636,108.02,26,1,58,1.32,8,Avg
4,14,761,38,4,4175,89.41,21,1,41,0.89,8,Avg
9,18,997,18,10,8971,67.31,8,0,89,0.13,0,Good
5,14,632,38,5,3319,108.07,15,1,58,1.03,9,Avg
4,15,696,31,6,4270,98.84,17,1,59,0.88,6,Avg
6,11,750,34,4,3218,112.69,22,1,54,1.28,10,Avg
5,13,710,27,5,2410,82.52,16,1,50,0.59,10,Avg
5,15,680,33,6,2112,96.62,23,1,48,1.35,7,Avg
9,19,974,17,9,5123,6.54,8,0,91,0.3,2,Good
2,8,551,43,1,1201,172.62,40,2,25,3.45,12,Poor
1,8,564,48,1,1165,185.99,31,2,23,3.76,15,Poor
7,20,860,17,7,5911,73.67,3,0,96,0.43,7,Good
4,15,743,39,4,4178,77.6,21,1,52,1.01,7,Avg
10,16,900,5,8,6286,15.04,6,0,80,0.12,0,Good
8,20,828,13,9,8206,59.32,6,0,69,0.21,4,Good
7,17,925,13,8,7263,66.39,7,0,63,0.18,1,Good
9,18,915,18,7,6670,23.6,8,0,84,0.48,7,Good
3,8,566,43,3,1564,175.68,38,2,25,2.76,10,Poor
4,14,726,37,6,2493,122.86,28,1,48,0.61,10,Avg
9,18,849,7,7,6846,24.31,0,0,71,0.12,0,Good
8,17,1051,7,7,6743,3.68,13,0,95,0.17,1,Good
2,9,520,41,3,1535,200.9,45,2,33,3.11,14,Poor
6,11,641,27,6,2758,106.06,24,1,57,0.84,8,Avg
10,18,991,18,8,6056,11.57,12,0,71,0.13,3,Good
4,14,794,32,4,3901,112.29,15,1,59,1.41,8,Avg
3,10,571,46,3,1975,174.82,33,2,32,2.73,14,Poor
5,11,737,23,6,4607,132.67,15,1,41,1.32,8,Avg
8,18,1011,15,8,8179,15.91,11,0,83,0.14,3,Good
10,19,958,15,9,6618,76.42,4,0,75,0.35,1,Good
2,7,502,44,2,1790,185.55,46,2,34,3.15,12,Poor
4,15,759,23,5,4438,126.96,25,1,43,0.53,11,Avg
2,9,432,44,1,1811,245.76,31,2,36,3.1,15,Poor
6,13,624,36,6,4160,96.67,18,1,46,0.83,9,Avg
2,10,593,49,3,1912,186.72,48,2,23,3.6,12,Poor
4,12,750,28,5,4542,115.19,27,1,57,0.82,10,Avg
8,18,1033,19,7,6487,54.45,3,0,76,0.47,2,Good
6,13,644,20,6,4567,134.85,16,1,47,0.77,8,Avg
7,17,1027,11,7,7013,14.69,12,0,93,0.19,1,Good
7,16,1055,1,10,5090,32.98,13,0,84,0.33,3,Good
7,18,1070,16,10,5765,4.57,6,0,94,0.12,3,Good
4,14,614,29,5,2297,83.84,24,1,45,1.23,8,Avg
1,9,477,44,3,1517,164.46,45,2,35,2.86,15,Poor
1,9,594,42,2,1240,207.97,43,2,28,2.66,12,Poor
9,18,1083,11,9,8341,35.96,12,0,87,0.19,3,Good
8,17,926,2,10,7548,86.09,2,0,66,0.48,0,Good
8,18,972,8,10,8494,72.91,11,0,78,0.44,3,Good
6,14,684,22,6,4561,100.21,24,1,47,0.72,10,Avg
1,10,481,47,3,1720,224.62,35,2,30,2.96,10,Poor
3,8,428,41,3,1577,153.66,36,2,39,3.21,12,Poor
10,16,949,8,10,6148,63.16,7,0,78,0.42,2,Good
5,13,711,31,4,4364,125.78,16,1,49,1.01,7,Avg
2,9,454,48,2,1450,217.14,50,2,24,3.25,15,Poor
7,20,857,16,8,5299,10.39,2,0,99,0.42,0,Good
7,16,1057,11,10,8562,76.08,10,0,94,0.39,3,Good
3,8,559,40,3,1422,241.65,30,2,24,2.79,14,Poor
3,10,436,40,2,1230,235.11,46,2,40,2.66,14,Poor
1,9,457,48,1,1741,205.52,47,2,34,3.5,14,Poor
5,13,714,32,4,3246,142.62,19,1,45,0.99,9,Avg
3,10,569,43,1,1109,208.55,39,2,23,2.89,15,Poor
8,16,830,13,8,5292,33.3,12,0,83,0.19,4,Good
9,17,886,17,8,5709,75.55,0,0,94,0.39,2,Good
1,10,597,41,2,1438,181.3,31,2,40,3.97,10,Poor
5,13,732,21,6,3639,113.37,18,1,59,1.28,6,Avg
9,19,935,1,7,8901,89.17,13,0,93,0.23,3,Good
6,14,795,39,4,4812,105.05,26,1,47,0.72,6,Avg
10,19,843,12,10,7935,67.1,7,0,84,0.12,2,Good
1,9,444,42,2,1059,180.28,39,2,37,2.79,14,Poor
4,11,773,31,4,4861,84.65,28,1,56,1.09,11,Avg
8,18,990,6,9,7124,66.41,9,0,95,0.16,3,Good
4,13,759,39,5,4081,123.01,26,1,46,0.83,7,Avg
5,13,712,30,5,4972,143.77,29,1,51,0.56,9,Avg
4,11,718,26,5,2341,82.89,28,1,59,1.34,10,Avg
1,8,518,45,3,1676,220.71,30,2,32,3.05,15,Poor
2,8,489,46,1,1653,181.53,34,2,21,3.07,12,Poor
2,7,459,40,3,1427,151.32,49,2,40,2.51,14,Poor
5,14,744,26,4,4829,86.81,21,1,46,1.32,11,Avg
2,7,426,49,3,1351,214.42,30,2,23,3.38,13,Poor
8,17,919,15,8,6860,86.61,3,0,80,0.18,1,Good
7,19,900,15,10,7323,53.67,11,0,90,0.1,2,Good
8,19,953,18,7,7461,29.63,11,0,80,0.39,1,Good
3,8,530,48,1,1097,155.95,30,2,29,3.51,14,Poor
1,9,544,48,2,1696,166.37,37,2,30,3.72,13,Poor
2,8,586,45,2,1734,220.83,37,2,25,2.76,15,Poor
5,12,631,38,4,4362,125.72,25,1,49,1.08,6,Avg
10,16,1092,2,9,5045,3.78,14,0,64,0.18,2,Good
4,11,753,38,6,2049,126.75,17,1,44,0.67,6,Avg
7,16,830,15,8,7460,59.82,10,0,90,0.46,2,Good
8,17,887,6,8,7309,68.78,1,0,65,0.36,1,Good
10,16,834,9,10,5331,46.5,5,0,91,0.37,0,Good
6,14,793,38,6,2597,116.28,25,1,43,1.07,10,Avg
7,18,892,5,9,8265,18.22,9,0,70,0.25,2,Good
1,10,411,42,3,1433,221.02,43,2,38,3.15,15,Poor
8,17,985,6,10,6900,67.21,14,0,97,0.42,3,Good
8,19,882,12,8,5144,4.49,4,0,92,0.48,0,Good
2,8,458,49,2,1216,175.89,32,2,33,2.55,13,Poor
1,7,565,45,2,1245,162.97,31,2,22,3.25,10,Poor
8,16,1056,19,7,5348,42.41,1,0,70,0.16,0,Good
4,12,764,30,5,3873,129.71,16,1,52,1.47,8,Avg
1,8,561,49,3,1840,171.48,30,2,35,2.54,15,Poor
6,13,754,31,4,4929,121.68,15,1,42,1.31,7,Avg
8,19,1072,2,10,6424,42.99,4,0,86,0.11,1,Good
10,19,946,17,8,8287,8.58,0,0,87,0.27,0,Good
3,7,484,41,2,1109,183.61,40,2,31,3.07,10,Poor
10,19,908,14,7,6426,21.27,12,0,69,0.36,3,Good
8,16,805,6,7,7165,47.7,3,0,68,0.48,3,Good
3,8,498,49,2,1573,177.01,49,2,39,2.97,14,Poor
1,9,542,40,1,1792,179.41,31,2,39,2.94,13,Poor
2,8,565,43,2,1323,246.77,42,2,29,3.89,14,Poor
3,8,568,40,2,1008,224.58,33,2,24,3.57,15,Poor
6,11,669,23,6,3544,125.67,22,1,55,1.03,8,Avg
2,9,512,48,3,1783,179.93,46,2,40,3.41,11,Poor
7,16,809,10,10,6645,25.71,5,0,66,0.15,6,Good
4,15,676,30,6,4317,104.65,18,1,46,1.19,8,Avg
10,18,1083,5,9,7307,62.21,12,0,85,0.21,4,Good
6,11,788,35,4,3681,95.4,23,1,47,0.63,8,Avg
6,15,735,37,5,2591,123.45,28,1,51,0.64,9,Avg
3,8,567,47,1,1678,239.86,33,2,31,3.91,11,Poor
6,13,759,39,6,2887,99.26,20,1,54,1.27,8,Avg
4,15,746,28,4,3386,81.17,25,1,55,0.86,8,Avg
8,19,1064,16,9,6198,12.22,4,0,78,0.45,4,Good
2,10,468,49,1,1053,164.68,33,2,37,2.63,14,Poor
6,14,797,31,5,4714,83.72,25,1,53,1.3,10,Avg
5,11,684,26,4,2058,92.02,29,1,44,0.78,6,Avg
9,20,983,2,7,7314,11.66,12,0,64,0.26,4,Good
7,16,972,7,10,6370,89.13,9,0,80,0.12,0,Good
2,8,567,44,3,1853,194.09,47,2,23,3.79,14,Poor
4,13,752,35,4,2587,146.71,17,1,47,1.2,6,Avg
6,12,750,22,5,4053,132.42,18,1,58,1.45,8,Avg
1,8,505,44,3,1358,219.39,39,2,39,3.25,15,Poor
5,14,703,21,4,3556,117.05,29,1,54,1.26,10,Avg
10,19,815,5,10,5667,68.85,6,0,97,0.46,5,Good
4,11,756,32,6,3652,129.75,27,1,60,0.89,9,Avg
10,17,871,7,8,7555,34.01,11,0,79,0.11,4,Good
4,11,687,22,5,2098,122.8,26,1,53,1.1,10,Avg
9,19,982,2,8,7306,13.26,12,0,89,0.16,6,Good
6,14,636,30,4,3887,121.2,15,1,45,1.15,11,Avg
2,8,448,46,2,1696,211.22,39,2,30,2.89,15,Poor
5,13,641,33,4,2070,76.11,28,1,57,1.33,10,Avg
10,19,838,9,10,6543,19.89,3,0,78,0.41,4,Good
10,18,1027,14,9,5613,16.98,2,0,76,0.18,2,Good
8,17,958,9,7,5844,11.39,6,0,74,0.41,0,Good
6,11,754,24,5,4100,104.61,27,1,57,1.39,10,Avg
5,11,776,34,5,3981,76.16,29,1,45,0.98,7,Avg
9,18,1027,11,8,6586,11.89,8,0,93,0.11,0,Good
9,19,1067,12,9,8531,47.18,6,0,70,0.0,1,Good
8,18,891,6,7,7167,2.04,2,0,85,0.47,3,Good
9,19,967,1,7,8369,91.64,10,0,81,0.33,4,Good
10,20,882,14,9,6585,27.15,6,0,94,0.21,0,Good
7,18,834,18,8,5646,4.29,13,0,85,0.27,0,Good
1,10,566,42,3,1768,235.95,43,2,23,3.42,15,Poor
7,18,830,19,8,5600,1.91,3,0,63,0.14,1,Good
3,10,520,47,1,1257,242.15,36,2,35,3.25,15,Poor
7,16,1092,7,8,6851,6.69,13,0,70,0.24,1,Good
